Location,Year,Cut,Block,Position,ID,Treatment,P_Height,DM_Pct,Yield_MgHa
WA,2020,3,6,17,10617,71,18.7,,1.8743205888
WA,2020,3,6,2,10602,151,19.9,,3.221488512
WA,2020,3,6,6,10606,5,21.1,,2.8505292288
WA,2020,3,6,10,10610,117,20.5,,2.831005056
WA,2020,3,6,14,10614,46,15,,1.9719414528
WA,2020,3,6,18,10618,41,16.1,,1.757175552
WA,2020,3,6,3,10603,19,20.7,,3.4362544128
WA,2020,3,6,7,10607,80,20.7,,3.5533994496
WA,2020,3,6,11,10611,118,19.6,,2.7919567104
WA,2020,3,6,15,10615,113,18.3,,2.733384192
WA,2020,3,6,19,10619,95,19.8,,2.7138600192
WA,2020,3,6,4,10604,202,23.5,,4.6535865869
WA,2020,3,6,8,10608,176,18.5,,4.4515113984
WA,2020,3,6,12,10612,79,16.1,,3.4557785856
WA,2020,3,6,16,10616,25,21.9,,3.514351104
WA,2020,3,6,20,10620,171,20.3,,4.295318016
WA,2020,3,7,1,10701,38,15.5,,1.9328931072
WA,2020,3,7,5,10705,72,18,,1.6205063424
WA,2020,3,7,9,10709,27,15,,1.757175552
WA,2020,3,7,13,10713,8,15.7,,1.0347811584
WA,2020,3,7,17,10717,18,14.5,,1.3081195776
WA,2020,3,7,2,10702,202,18.8,,3.587566752
WA,2020,3,7,6,10706,11,17.6,,1.9914656256
WA,2020,3,7,10,10710,45,16,,1.6205063424
WA,2020,3,7,14,10714,51,15.1,,2.1281348352
WA,2020,3,7,18,10718,129,17.3,,1.8352722432
WA,2020,3,7,3,10703,150,14.7,,3.7486411776
WA,2020,3,7,7,10707,135,13.9,,2.2257556992
WA,2020,3,7,11,10711,64,17.1,,1.8157480704
WA,2020,3,7,15,10715,201,16.7,,2.9315545459
WA,2020,3,7,19,10719,74,19.6,,1.7766997248
WA,2020,3,7,4,10704,143,19.4,,3.6510203136
WA,2020,3,7,8,10708,54,23.1,,3.8462620416
WA,2020,3,7,12,10712,163,19.5,,3.6705444864
WA,2020,3,7,16,10716,192,22.3,,4.9005673728
WA,2020,3,7,20,10720,70,23.6,,4.3538905344
WA,2020,3,8,1,10801,170,18.9,,3.026246784
WA,2020,3,8,5,10805,44,15.7,,1.4350267008
WA,2020,3,8,9,10809,10,15.7,,2.5576666368
WA,2020,3,8,13,10813,75,14.3,,0.9371602944
WA,2020,3,8,17,10817,202,18.2,,2.8290526387
WA,2020,3,8,2,10802,112,15.1,,2.0910389069
WA,2020,3,8,6,10806,180,20.3,,2.4795699456
WA,2020,3,8,10,10810,169,17.1,,3.41673024
WA,2020,3,8,14,10814,28,12.8,,1.1909745408
WA,2020,3,8,18,10818,48,15.6,,1.1324020224
WA,2020,3,8,3,10803,93,18.3,,3.1433918208
WA,2020,3,8,7,10807,137,18.3,,2.2843282176
WA,2020,3,8,11,10811,141,23.4,,3.3386335488
WA,2020,3,8,15,10815,47,20.7,,2.1671831808
WA,2020,3,8,19,10819,42,17,,2.4209974272
WA,2020,3,8,4,10804,98,20.1,,3.5338752768
WA,2020,3,8,8,10808,193,23.9,,5.0567607552
WA,2020,3,8,12,10812,58,15,,2.0305139712
WA,2020,3,8,16,10816,201,16.7,,3.9770739994
WA,2020,3,8,20,10820,194,21.1,,4.3148421888
WA,2020,3,9,1,10901,97,17,,1.9328931072
WA,2020,3,9,5,10905,184,21,,3.2019643392
WA,2020,3,9,9,10909,4,16.4,,1.8157480704
WA,2020,3,9,13,10913,132,14.9,,2.0890864896
WA,2020,3,9,17,10917,86,16.1,,2.2843282176
WA,2020,3,9,2,10902,31,13.1,,1.5228854784
WA,2020,3,9,6,10906,16,15.4,,1.7376513792
WA,2020,3,9,10,10910,202,18.9,,3.1775591232
WA,2020,3,9,14,10914,122,17,,2.6162391552
WA,2020,3,9,18,10918,20,15.2,,2.1281348352
WA,2020,3,9,3,10903,63,15,,2.0695623168
WA,2020,3,9,7,10907,201,16.4,,2.56254768
WA,2020,3,9,11,10911,102,20.2,,3.709592832
WA,2020,3,9,15,10915,173,17.4,,3.5924477952
WA,2020,3,9,19,10919,175,18.7,,3.9243587328
WA,2020,3,9,4,10904,110,22,,4.5491322624
WA,2020,3,9,8,10908,55,23.1,,3.319109376
WA,2020,3,9,12,10912,7,18.8,,2.7138600192
WA,2020,3,9,16,10916,155,19.9,,4.197697152
WA,2020,3,9,20,10920,187,18.5,,3.9438829056
WA,2020,3,10,1,11001,49,16.2,,2.5967149824
WA,2020,3,10,5,11005,57,14.7,,2.4795699456
WA,2020,3,10,9,11009,178,20.5,,4.8224706816
WA,2020,3,10,13,11013,85,14.9,,2.9481500928
WA,2020,3,10,17,11017,59,14.7,,2.5186182912
WA,2020,3,10,2,11002,92,23.4,,3.0457709568
WA,2020,3,10,6,11006,1,20.4,,2.4209974272
WA,2020,3,10,10,11010,21,14.4,,2.0109897984
WA,2020,3,10,14,11014,15,17.1,,2.635763328
WA,2020,3,10,18,11018,105,16.9,,3.2019643392
WA,2020,3,10,3,11003,198,20.6,,3.5533994496
WA,2020,3,10,7,11007,166,16.7,,3.4362544128
WA,2020,3,10,11,11011,88,12.5,,2.1671831808
WA,2020,3,10,15,11015,148,16.4,,3.3776818944
WA,2020,3,10,19,11019,201,15.4,,2.8290526387
WA,2020,3,10,4,11004,96,17,,2.733384192
WA,2020,3,10,8,11008,101,20.6,,3.5338752768
WA,2020,3,10,12,11012,142,18.6,,1.4838371328
WA,2020,3,10,16,11016,202,17.8,,3.3620625562
WA,2020,3,10,20,11020,153,18.1,,3.5729236224
WA,2020,3,11,1,11101,167,18.8,,4.197697152
WA,2020,3,11,5,11105,2,22.7,,3.4753027584
WA,2020,3,11,9,11109,9,14,,2.8700534016
WA,2020,3,11,13,11113,60,19,,3.7486411776
WA,2020,3,11,17,11117,201,14.7,,3.2390602675
WA,2020,3,11,2,11102,202,19.5,,3.0545568346
WA,2020,3,11,6,11106,109,18.5,,2.4405216
WA,2020,3,11,10,11110,147,19.3,,3.4557785856
WA,2020,3,11,14,11114,157,19.7,,3.221488512
WA,2020,3,11,18,11118,65,22.1,,3.6510203136
WA,2020,3,11,3,11103,134,17.1,,3.221488512
WA,2020,3,11,7,11107,83,15.7,,2.5771908096
WA,2020,3,11,11,11111,168,21.1,,3.6705444864
WA,2020,3,11,15,11115,62,16.8,,3.1433918208
WA,2020,3,11,19,11119,30,15,,2.3038523904
WA,2020,3,11,4,11104,152,15.9,,2.4209974272
WA,2020,3,11,8,11108,39,15.4,,1.8157480704
WA,2020,3,11,12,11112,160,21.8,,4.6077047808
WA,2020,3,11,16,11116,81,15,,3.7486411776
WA,2020,3,11,20,11120,144,18.6,,4.284579721
WA,2020,4,1,1,10101,123,25.3,,5.6639616
WA,2020,4,1,5,10105,126,20.1,,5.210844672
WA,2020,4,1,9,10109,77,25.2,,5.0295979008
WA,2020,4,1,13,10113,133,21.4,,4.757727744
WA,2020,4,1,17,10117,37,22.5,,4.4858575872
WA,2020,4,1,2,10102,29,16.2,,3.96477312
WA,2020,4,1,6,10106,191,24,,5.2788122112
WA,2020,4,1,10,10110,69,32.6,,5.1202212864
WA,2020,4,1,14,10114,125,15.6,,3.738214656
WA,2020,4,1,18,10118,13,22.4,,4.3499225088
WA,2020,4,1,3,10103,162,24.5,,5.5053706752
WA,2020,4,1,7,10107,159,26.5,,5.2788122112
WA,2020,4,1,11,10111,121,23.6,,5.7319291392
WA,2020,4,1,15,10115,202,25.1,,5.1621346022
WA,2020,4,1,19,10119,116,22.3,,5.1655329792
WA,2020,4,1,4,10104,201,22,,5.352443712
WA,2020,4,1,8,10108,139,22.6,,5.1655329792
WA,2020,4,1,12,10112,84,26.4,,5.1655329792
WA,2020,4,1,16,10116,32,27.7,,5.3467797504
WA,2020,4,1,20,10120,164,22.5,,5.3467797504
WA,2020,4,2,1,10201,35,29.5,,5.3014680576
WA,2020,4,2,5,10205,202,23.6,,4.7101504666
WA,2020,4,2,9,10209,158,25.6,,5.2335005184
WA,2020,4,2,13,10213,82,21.8,,4.8030394368
WA,2020,4,2,17,10217,6,26.9,,3.7608705024
WA,2020,4,2,2,10202,146,30.4,,6.4795720704
WA,2020,4,2,6,10206,104,27.1,,5.780639209
WA,2020,4,2,10,10210,195,25.7,,5.4827148288
WA,2020,4,2,14,10214,201,23.9,,4.8528822989
WA,2020,4,2,18,10218,52,16.5,,3.4210328064
WA,2020,4,2,3,10203,43,20.7,,4.5991368192
WA,2020,4,2,7,10207,76,22.1,,4.8483511296
WA,2020,4,2,11,10211,78,21.8,,4.4858575872
WA,2020,4,2,15,10215,34,30.1,,6.0491109888
WA,2020,4,2,19,10219,90,20,,3.96477312
WA,2020,4,2,4,10204,24,21.7,,4.757727744
WA,2020,4,2,8,10208,107,29.3,,5.9358317568
WA,2020,4,2,12,10212,3,31.6,,4.984286208
WA,2020,4,2,16,10216,156,26.8,,5.8225525248
WA,2020,4,2,20,10220,140,20.7,,4.8256952832
WA,2020,4,3,1,10301,91,25.9,,4.7803835904
WA,2020,4,3,5,10305,119,24.5,,4.1460198912
WA,2020,4,3,9,10309,114,23.4,,4.3725783552
WA,2020,4,3,13,10313,66,26.7,,3.6929029632
WA,2020,4,3,17,10317,26,24.4,,3.9874289664
WA,2020,4,3,2,10302,201,23.7,,4.4008981632
WA,2020,4,3,6,10306,189,26.4,,5.09756544
WA,2020,4,3,10,10310,50,20.8,,3.4436886528
WA,2020,4,3,14,10314,12,15,,2.5147989504
WA,2020,4,3,18,10318,182,23.6,,4.417890048
WA,2020,4,3,3,10303,40,25.3,,4.3272666624
WA,2020,4,3,7,10307,145,23,,4.8030394368
WA,2020,4,3,11,10311,111,22.1,,4.2592991232
WA,2020,4,3,15,10315,197,23.8,,4.644448512
WA,2020,4,3,19,10319,33,23,,3.9874289664
WA,2020,4,3,4,10304,177,25.1,,6.1397343744
WA,2020,4,3,8,10308,186,19.5,,5.4147472896
WA,2020,4,3,12,10312,202,24.9,,5.8995824026
WA,2020,4,3,16,10316,185,26.5,,6.1397343744
WA,2020,4,3,20,10320,36,20.5,,5.2561563648
WA,2020,4,4,1,10401,149,25.9,,4.6671043584
WA,2020,4,4,5,10405,53,25.2,,4.2139874304
WA,2020,4,4,9,10409,73,27.6,,4.9616303616
WA,2020,4,4,13,10413,201,20.6,,5.0194027699
WA,2020,4,4,17,10417,100,27.4,,3.96477312
WA,2020,4,4,2,10402,115,19.7,,3.6702471168
WA,2020,4,4,6,10406,165,26.1,,4.3952342016
WA,2020,4,4,10,10410,131,22.7,,3.851493888
WA,2020,4,4,14,10414,190,31.4,,4.9616303616
WA,2020,4,4,18,10418,120,25.7,,3.39837696
WA,2020,4,4,3,10403,136,20.6,,3.0132275712
WA,2020,4,4,7,10407,202,26.2,,4.7815163827
WA,2020,4,4,11,10411,89,27.2,,3.9874289664
WA,2020,4,4,15,10415,68,22.8,,4.0327406592
WA,2020,4,4,19,10419,61,22.2,,3.9727026662
WA,2020,4,4,4,10404,22,22.5,,4.5085134336
WA,2020,4,4,8,10408,56,22.7,,3.2171301888
WA,2020,4,4,12,10412,94,27.6,,5.3694355968
WA,2020,4,4,16,10416,196,27.8,,5.4147472896
WA,2020,4,4,20,10420,179,26.8,,4.644448512
WA,2020,4,5,1,10501,124,27.7,,3.8288380416
WA,2020,4,5,5,10505,181,25.5,,4.984286208
WA,2020,4,5,9,10509,127,19,,4.7350718976
WA,2020,4,5,13,10513,99,24.4,,4.2366432768
WA,2020,4,5,17,10517,130,23.2,,3.9874289664
WA,2020,4,5,2,10502,174,26.8,,4.1460198912
WA,2020,4,5,6,10506,108,27.4,,3.7155588096
WA,2020,4,5,10,10510,17,20.3,,2.9226041856
WA,2020,4,5,14,10514,202,24.5,,3.8775481114
WA,2020,4,5,18,10518,87,19.6,,3.2171301888
WA,2020,4,5,3,10503,128,26.3,,3.8288380416
WA,2020,4,5,7,10507,14,29.1,,3.7155588096
WA,2020,4,5,11,10511,172,25.2,,5.2561563648
WA,2020,4,5,15,10515,67,23.9,,3.9194614272
WA,2020,4,5,19,10519,161,21.4,,4.2592991232
WA,2020,4,5,4,10504,103,25.9,,4.8030394368
WA,2020,4,5,8,10508,201,22.6,,4.2819549696
WA,2020,4,5,12,10512,23,26.9,,4.1686757376
WA,2020,4,5,16,10516,138,20.5,,3.4210328064
WA,2020,4,5,20,10520,106,25.1,,4.0100848128
WA,2020,4,6,1,10601,188,26.8,,4.304610816
WA,2020,4,6,5,10605,154,21.3,,3.8968055808
WA,2020,4,6,9,10609,183,23.3,,4.3272666624
WA,2020,4,6,13,10613,201,21.9,,4.2105890534
WA,2020,4,6,17,10617,71,20.5,,4.191331584
WA,2020,4,6,2,10602,151,22.8,,3.4210328064
WA,2020,4,6,6,10606,5,25.3,,3.5796237312
WA,2020,4,6,10,10610,117,23.6,,3.7608705024
WA,2020,4,6,14,10614,46,16.6,,3.2624418816
WA,2020,4,6,18,10618,41,17.2,,3.3757211136
WA,2020,4,6,3,10603,19,21.9,,3.6022795776
WA,2020,4,6,7,10607,80,27.8,,3.4663444992
WA,2020,4,6,11,10611,118,21.1,,3.1491626496
WA,2020,4,6,15,10615,113,18.4,,2.8319808
WA,2020,4,6,19,10619,95,20.7,,3.1265068032
WA,2020,4,6,4,10604,202,25.2,,5.1145573248
WA,2020,4,6,8,10608,176,28.1,,4.5764809728
WA,2020,4,6,12,10612,79,19.9,,3.738214656
WA,2020,4,6,16,10616,25,22.4,,3.8741497344
WA,2020,4,6,20,10620,171,25.2,,4.9616303616
WA,2020,4,7,1,10701,38,19.2,,4.191331584
WA,2020,4,7,5,10705,72,21.7,,4.0327406592
WA,2020,4,7,9,10709,27,18.6,,3.7155588096
WA,2020,4,7,13,10713,8,17.7,,3.6702471168
WA,2020,4,7,17,10717,18,20.4,,3.2624418816
WA,2020,4,7,2,10702,202,21.4,,4.5198413568
WA,2020,4,7,6,10706,11,19.7,,3.4663444992
WA,2020,4,7,10,10710,45,22,,3.1038509568
WA,2020,4,7,14,10714,51,22.8,,3.4890003456
WA,2020,4,7,18,10718,129,18.5,,3.285097728
WA,2020,4,7,3,10703,150,20.9,,3.7155588096
WA,2020,4,7,7,10707,135,18.2,,2.5601106432
WA,2020,4,7,11,10711,64,18.3,,2.2202729472
WA,2020,4,7,15,10715,201,20.9,,3.401775337
WA,2020,4,7,19,10719,74,18.2,,2.26558464
WA,2020,4,7,4,10704,143,23.3,,3.7155588096
WA,2020,4,7,8,10708,54,28.9,,3.96477312
WA,2020,4,7,12,10712,163,23.2,,4.2366432768
WA,2020,4,7,16,10716,192,25.625,,5.0522537472
WA,2020,4,7,20,10720,70,28.4,,4.1460198912
WA,2020,4,8,1,10801,170,25.1,,5.09756544
WA,2020,4,8,5,10805,44,19.3,,4.4008981632
WA,2020,4,8,9,10809,10,22.7,,4.5538251264
WA,2020,4,8,13,10813,75,16.2,,4.2592991232
WA,2020,4,8,17,10817,202,23.7,,5.2097118797
WA,2020,4,8,2,10802,112,18.5,,3.8061821952
WA,2020,4,8,6,10806,180,25.1,,4.0327406592
WA,2020,4,8,10,10810,169,20.4,,3.8741497344
WA,2020,4,8,14,10814,28,19.6,,3.058539264
WA,2020,4,8,18,10818,48,20.6,,2.605422336
WA,2020,4,8,3,10803,93,22.1,,3.3530652672
WA,2020,4,8,7,10807,137,17.1,,2.8093249536
WA,2020,4,8,11,10811,141,28.8,,3.8288380416
WA,2020,4,8,15,10815,47,20.8,,3.3304094208
WA,2020,4,8,19,10819,42,17.4,,3.3304094208
WA,2020,4,8,4,10804,98,20.4,,4.191331584
WA,2020,4,8,8,10808,193,26.1,,5.1655329792
WA,2020,4,8,12,10812,58,21.9,,2.605422336
WA,2020,4,8,16,10816,201,18.7,,3.6634503629
WA,2020,4,8,20,10820,194,20.8,,4.53116928
WA,2020,4,9,1,10901,97,18.8,,4.2366432768
WA,2020,4,9,5,10905,184,22.2,,4.9389745152
WA,2020,4,9,9,10909,4,20.6,,3.851493888
WA,2020,4,9,13,10913,132,21.6,,3.738214656
WA,2020,4,9,17,10917,86,22.6,,4.2139874304
WA,2020,4,9,2,10902,31,20.7,,2.7866691072
WA,2020,4,9,6,10906,16,18.4,,2.6507340288
WA,2020,4,9,10,10910,202,17.6,,3.996491305
WA,2020,4,9,14,10914,122,22.3,,3.4890003456
WA,2020,4,9,18,10918,20,20,,3.0358834176
WA,2020,4,9,3,10903,63,19.4,,3.1265068032
WA,2020,4,9,7,10907,201,19.4,,3.7110276403
WA,2020,4,9,11,10911,102,18.7,,4.2592991232
WA,2020,4,9,15,10915,173,21.2,,3.7608705024
WA,2020,4,9,19,10919,175,19.3,,3.4890003456
WA,2020,4,9,4,10904,110,26.2,,4.8256952832
WA,2020,4,9,8,10908,55,29.4,,3.3304094208
WA,2020,4,9,12,10912,7,19.2,,3.2397860352
WA,2020,4,9,16,10916,155,19.1,,4.1007081984
WA,2020,4,9,20,10920,187,17.7,,4.0327406592
WA,2020,4,10,1,11001,49,16,,4.2819549696
WA,2020,4,10,5,11005,57,19.1,,3.7608705024
WA,2020,4,10,9,11009,178,22.28,,5.3014680576
WA,2020,4,10,13,11013,85,19.3,,3.7835263488
WA,2020,4,10,17,11017,59,17.6,,3.3077535744
WA,2020,4,10,2,11002,92,24.3,,3.285097728
WA,2020,4,10,6,11006,1,23.2,,3.4436886528
WA,2020,4,10,10,11010,21,17.8,,2.718701568
WA,2020,4,10,14,11014,15,18,,2.7866691072
WA,2020,4,10,18,11018,105,17,,3.0811951104
WA,2020,4,10,3,11003,198,22.6,,3.2624418816
WA,2020,4,10,7,11007,166,21.8,,3.6022795776
WA,2020,4,10,11,11011,88,17,,2.8319808
WA,2020,4,10,15,11015,148,22.3,,3.5343120384
WA,2020,4,10,19,11019,201,19.3,,2.7119048141
WA,2020,4,10,4,11004,96,17.6,,3.0358834176
WA,2020,4,10,8,11008,101,19.4,,3.851493888
WA,2020,4,10,12,11012,142,14.4,,1.812467712
WA,2020,4,10,16,11016,202,20,,3.6158730854
WA,2020,4,10,20,11020,153,23.2,,3.1038509568
WA,2020,4,11,1,11101,167,19.9,,4.8256952832
WA,2020,4,11,5,11105,2,26.8,,4.4858575872
WA,2020,4,11,9,11109,9,16,,4.0100848128
WA,2020,4,11,13,11113,60,21.5,,4.3499225088
WA,2020,4,11,17,11117,201,19.1,,4.0202799437
WA,2020,4,11,2,11102,202,19.8,,3.4255639757
WA,2020,4,11,6,11106,109,16.7,,2.6733898752
WA,2020,4,11,10,11110,147,21.1,,3.511656192
WA,2020,4,11,14,11114,157,23.1,,3.624935424
WA,2020,4,11,18,11118,65,24.6,,4.0327406592
WA,2020,4,11,3,11103,134,21,,3.2397860352
WA,2020,4,11,7,11107,83,19.4,,2.6507340288
WA,2020,4,11,11,11111,168,23.4,,3.2171301888
WA,2020,4,11,15,11115,62,22.8,,2.8772924928
WA,2020,4,11,19,11119,30,18.1,,3.511656192
WA,2020,4,11,4,11104,152,18,,2.4468314112
WA,2020,4,11,8,11108,39,18.8,,2.039026176
WA,2020,4,11,12,11112,160,26,,4.984286208
WA,2020,4,11,16,11116,81,21.9,,4.304610816
WA,2020,4,11,20,11120,144,21.3,,4.4246868019
WA,2020,5,1,1,10101,123,17.4,,2.7158022144
WA,2020,5,1,5,10105,126,12.6,,1.4196238848
WA,2020,5,1,9,10109,77,11.1,,1.1110099968
WA,2020,5,1,13,10113,133,11.4,,1.234455552
WA,2020,5,1,17,10117,37,8.8,,0.617227776
WA,2020,5,1,2,10102,29,10.3,,1.0698614784
WA,2020,5,1,6,10106,191,17.8,,2.3043170304
WA,2020,5,1,10,10110,69,19.5,,2.7363764736
WA,2020,5,1,14,10114,125,11.3,,1.337326848
WA,2020,5,1,18,10118,13,14.6,,1.9957031424
WA,2020,5,1,3,10103,162,19.3,,2.5923566592
WA,2020,5,1,7,10107,159,19.7,,3.5181983232
WA,2020,5,1,11,10111,121,17.1,,3.1067131392
WA,2020,5,1,15,10115,202,16.7,,2.570753687
WA,2020,5,1,19,10119,116,17.1,,2.468911104
WA,2020,5,1,4,10104,201,17.2,,2.5059447706
WA,2020,5,1,8,10108,139,17.3,,2.0985744384
WA,2020,5,1,12,10112,84,17.3,,2.0780001792
WA,2020,5,1,16,10116,32,18.3,,2.3248912896
WA,2020,5,1,20,10120,164,15.1,,2.0780001792
WA,2020,5,2,1,10201,35,12.5,,1.131584256
WA,2020,5,2,5,10205,202,14.9,,0.6480891648
WA,2020,5,2,9,10209,158,12.5,,1.1727327744
WA,2020,5,2,13,10213,82,13.3,,0.4937822208
WA,2020,5,2,17,10217,6,12.1,,0.4937822208
WA,2020,5,2,2,10202,146,18.8,,3.497624064
WA,2020,5,2,6,10206,104,19.2,,3.1540339354
WA,2020,5,2,10,10210,195,17.9,,2.777524992
WA,2020,5,2,14,10214,201,18.8,,1.8794585779
WA,2020,5,2,18,10218,52,12.4,,0.8641188864
WA,2020,5,2,3,10203,43,17.3,,1.4196238848
WA,2020,5,2,7,10207,76,14.9,,2.5923566592
WA,2020,5,2,11,10211,78,12.3,,1.7693862912
WA,2020,5,2,15,10215,34,16.5,,3.3741785088
WA,2020,5,2,19,10219,90,11.9,,1.9751288832
WA,2020,5,2,4,10204,24,12.7,,1.440198144
WA,2020,5,2,8,10208,107,17.6,,2.5923566592
WA,2020,5,2,12,10212,3,17.8,,1.4196238848
WA,2020,5,2,16,10216,156,20,,2.5923566592
WA,2020,5,2,20,10220,140,14.5,,2.1191486976
WA,2020,5,3,1,10301,91,15.8,,1.337326848
WA,2020,5,3,5,10305,119,13.5,,0.5760792576
WA,2020,5,3,9,10309,114,12.7,,1.0904357376
WA,2020,5,3,13,10313,66,17,,0.720099072
WA,2020,5,3,17,10317,26,12.8,,0.7612475904
WA,2020,5,3,2,10302,201,13.1,,1.8146496614
WA,2020,5,3,6,10306,189,18.3,,2.2425942528
WA,2020,5,3,10,10310,50,9.7,,0.7612475904
WA,2020,5,3,14,10314,12,,,0.5760792576
WA,2020,5,3,18,10318,182,13,,1.234455552
WA,2020,5,3,3,10303,40,12.3,,1.6047922176
WA,2020,5,3,7,10307,145,16.5,,2.2425942528
WA,2020,5,3,11,10311,111,13,,1.2961783296
WA,2020,5,3,15,10315,197,18,,2.1808714752
WA,2020,5,3,19,10319,33,,,0.9464159232
WA,2020,5,3,4,10304,177,16.4,,2.8598220288
WA,2020,5,3,8,10308,186,17.7,,2.2837427712
WA,2020,5,3,12,10312,202,16.9,,2.160297216
WA,2020,5,3,16,10316,185,22,,3.7239409152
WA,2020,5,3,20,10320,36,13.5,,1.748812032
WA,2020,5,4,1,10401,149,14.8,,0.925841664
WA,2020,5,4,5,10405,53,10.8,,0.4526337024
WA,2020,5,4,9,10409,73,14.6,,0.6789505536
WA,2020,5,4,13,10413,201,12,,0.4752653875
WA,2020,5,4,17,10417,100,,,0.411485184
WA,2020,5,4,2,10402,115,13.2,,0.617227776
WA,2020,5,4,6,10406,165,13.7,,1.8311090688
WA,2020,5,4,10,10410,131,14,,0.4732079616
WA,2020,5,4,14,10414,190,16.1,,1.6253664768
WA,2020,5,4,18,10418,120,,,0.3291881472
WA,2020,5,4,3,10403,136,,,0.5555049984
WA,2020,5,4,7,10407,202,15.8,,2.289915049
WA,2020,5,4,11,10411,89,13.3,,0.822970368
WA,2020,5,4,15,10415,68,15.8,,1.2550298112
WA,2020,5,4,19,10419,61,17.2,,1.1017515802
WA,2020,5,4,4,10404,22,14.3,,1.3579011072
WA,2020,5,4,8,10408,56,,,0.411485184
WA,2020,5,4,12,10412,94,16.4,,2.5306338816
WA,2020,5,4,16,10416,196,16.1,,2.5306338816
WA,2020,5,4,20,10420,179,13.5,,2.263168512
WA,2020,5,5,1,10501,124,10.9,,0.3497624064
WA,2020,5,5,5,10505,181,16.6,,1.2756040704
WA,2020,5,5,9,10509,127,10.4,,1.131584256
WA,2020,5,5,13,10513,99,14.1,,1.1521585152
WA,2020,5,5,17,10517,130,,,0.5349307392
WA,2020,5,5,2,10502,174,10.4,,0.7406733312
WA,2020,5,5,6,10506,108,10.6,,0.2468911104
WA,2020,5,5,10,10510,17,,,0.1645940736
WA,2020,5,5,14,10514,202,12.9,,0.8425159142
WA,2020,5,5,18,10518,87,11.7,,0.1440198144
WA,2020,5,5,3,10503,128,11.2,,0.9464159232
WA,2020,5,5,7,10507,14,10.3,,0.2674653696
WA,2020,5,5,11,10511,172,12.3,,1.2756040704
WA,2020,5,5,15,10515,67,9.1,,0.4526337024
WA,2020,5,5,19,10519,161,12.7,,0.6789505536
WA,2020,5,5,4,10504,103,12.5,,0.9464159232
WA,2020,5,5,8,10508,201,12.4,,0.4536624154
WA,2020,5,5,12,10512,23,11.1,,0.617227776
WA,2020,5,5,16,10516,138,,,0.4732079616
WA,2020,5,5,20,10520,106,10,,0.925841664
WA,2020,5,6,1,10601,188,16.5,,1.3167525888
WA,2020,5,6,5,10605,154,11.5,,0.5349307392
WA,2020,5,6,9,10609,183,11.3,,0.4937822208
WA,2020,5,6,13,10613,201,10.3,,0.1080148608
WA,2020,5,6,17,10617,71,,,0.2880396288
WA,2020,5,6,2,10602,151,12.9,,0.6995248128
WA,2020,5,6,6,10606,5,11.1,,0.5966535168
WA,2020,5,6,10,10610,117,9.9,,0.2468911104
WA,2020,5,6,14,10614,46,,,0.1645940736
WA,2020,5,6,18,10618,41,,,0.1645940736
WA,2020,5,6,3,10603,19,12.5,,0.51435648
WA,2020,5,6,7,10607,80,13.8,,0.51435648
WA,2020,5,6,11,10611,118,9.6,,0.5349307392
WA,2020,5,6,15,10615,113,12.3,,0.7818218496
WA,2020,5,6,19,10619,95,10.6,,0.4732079616
WA,2020,5,6,4,10604,202,11.1,,1.1017515802
WA,2020,5,6,8,10608,176,10.8,,1.0492872192
WA,2020,5,6,12,10612,79,,,0.3909109248
WA,2020,5,6,16,10616,25,14.6,,1.131584256
WA,2020,5,6,20,10620,171,12.4,,1.3579011072
WA,2020,5,7,1,10701,38,,,0.3291881472
WA,2020,5,7,5,10705,72,,,0.205742592
WA,2020,5,7,9,10709,27,,,0.3497624064
WA,2020,5,7,13,10713,8,,,0.0205742592
WA,2020,5,7,17,10717,18,,,0.308613888
WA,2020,5,7,2,10702,202,14.2,,0.5832802483
WA,2020,5,7,6,10706,11,,,0.102871296
WA,2020,5,7,10,10710,45,,,0.0822970368
WA,2020,5,7,14,10714,51,,,0.3703366656
WA,2020,5,7,18,10718,129,,,0.0822970368
WA,2020,5,7,3,10703,150,10.6,,0.9669901824
WA,2020,5,7,7,10707,135,8.1,,0.2468911104
WA,2020,5,7,11,10711,64,9.5,,0.2263168512
WA,2020,5,7,15,10715,201,12.2,,0.3672505267
WA,2020,5,7,19,10719,74,,,0.0411485184
WA,2020,5,7,4,10704,143,10.8,,1.02871296
WA,2020,5,7,8,10708,54,12.2,,1.0081387008
WA,2020,5,7,12,10712,163,12.6,,1.0492872192
WA,2020,5,7,16,10716,192,13.4,,1.3167525888
WA,2020,5,7,20,10720,70,13.3,,1.02871296
WA,2020,5,8,1,10801,170,14.4,,1.54306944
WA,2020,5,8,5,10805,44,11.2,,0.3456475546
WA,2020,5,8,9,10809,10,10.2,,0.5966535168
WA,2020,5,8,13,10813,75,,,0.2263168512
WA,2020,5,8,17,10817,202,13.3,,1.4473991347
WA,2020,5,8,2,10802,112,9.4,,0.2160297216
WA,2020,5,8,6,10806,180,8.9,,0.2468911104
WA,2020,5,8,10,10810,169,9.4,,0.6378020352
WA,2020,5,8,14,10814,28,,,0.1234455552
WA,2020,5,8,18,10818,48,,,0.0205742592
WA,2020,5,8,3,10803,93,10.2,,0.2468911104
WA,2020,5,8,7,10807,137,,,0.1440198144
WA,2020,5,8,11,10811,141,12.4,,0.617227776
WA,2020,5,8,15,10815,47,9,,0.3497624064
