Location,Block,Position,ID,Treatment,row,col,Year,Cut,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
OR,2,8,30208,40,14,1,2019,1,3.3,19.18,31,6.36,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,8,30208,40,14,1,2019,2,NA,NA,25,4.19,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,8,30208,40,14,1,2019,3,NA,NA,22,3.63,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,8,30208,40,14,1,2019,4,NA,NA,15,3.06,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,9,30209,78,15,2,2018,1,2.4,17.73,19,4.23,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,9,30209,78,15,2,2018,2,NA,NA,NA,6.03,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,9,30209,78,15,2,2018,3,NA,NA,10,1.93,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,9,30209,78,15,2,2019,1,2.8,18.06,31,6.65,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,9,30209,78,15,2,2019,2,NA,NA,20,3.59,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,9,30209,78,15,2,2019,3,NA,NA,22,3.6,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,9,30209,78,15,2,2019,4,NA,NA,16,3.73,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,10,30210,201,15,1,2018,1,2.2,20.66,23,4.2,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,10,30210,201,15,1,2018,2,3.3,19.46,NA,5.1,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,10,30210,201,15,1,2018,3,1.3,21.61,16,2.75,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,10,30210,201,15,1,2019,1,3,21.88,29,6.45,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,10,30210,201,15,1,2019,2,2.8,16.49,27,3.93,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,10,30210,201,15,1,2019,3,3.2,19.44,25,3.32,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,10,30210,201,15,1,2019,4,2.7,20.05,23,2.91,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,11,30211,179,16,2,2018,1,2.1,18.36,21,4.26,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,11,30211,179,16,2,2018,2,NA,NA,NA,5.77,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,11,30211,179,16,2,2018,3,NA,NA,15,3.28,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,11,30211,179,16,2,2019,1,2.4,19.06,32,7.77,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,11,30211,179,16,2,2019,2,NA,NA,31,4.63,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,11,30211,179,16,2,2019,3,NA,NA,24,3.48,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,11,30211,179,16,2,2019,4,NA,NA,21,3.73,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,12,30212,21,16,1,2018,1,2.4,20.58,27,4.1,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,12,30212,21,16,1,2018,2,NA,NA,NA,4.59,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,12,30212,21,16,1,2018,3,NA,NA,17,2.68,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,12,30212,21,16,1,2019,1,3,20.42,37,6.09,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,12,30212,21,16,1,2019,2,NA,NA,29,3.92,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,12,30212,21,16,1,2019,3,NA,NA,25,3.27,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,12,30212,21,16,1,2019,4,NA,NA,20,2.54,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,13,30213,59,17,2,2018,1,2.6,19.56,21,3.49,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,13,30213,59,17,2,2018,2,NA,NA,NA,5.23,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,13,30213,59,17,2,2018,3,NA,NA,13,2.5,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,13,30213,59,17,2,2019,1,3.6,19.81,33,6.86,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,13,30213,59,17,2,2019,2,NA,NA,25,3.75,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,13,30213,59,17,2,2019,3,NA,NA,22,2.81,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,13,30213,59,17,2,2019,4,NA,NA,18,2.69,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,14,30214,92,17,1,2018,1,2.2,26.56,31,4.98,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,14,30214,92,17,1,2018,2,NA,NA,NA,4.59,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,14,30214,92,17,1,2018,3,NA,NA,21,3.49,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,14,30214,92,17,1,2019,1,3.3,21.01,37,6.43,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,14,30214,92,17,1,2019,2,NA,NA,35,5.31,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,14,30214,92,17,1,2019,3,NA,NA,33,3.88,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,14,30214,92,17,1,2019,4,NA,NA,30,2.93,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,15,30215,27,18,2,2018,1,2.1,19.39,21,3.62,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,15,30215,27,18,2,2018,2,NA,NA,NA,4.84,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,15,30215,27,18,2,2018,3,NA,NA,11,2.36,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,15,30215,27,18,2,2019,1,2.5,18.88,30,6.58,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,15,30215,27,18,2,2019,2,NA,NA,21,3.39,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,15,30215,27,18,2,2019,3,NA,NA,20,3.19,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,15,30215,27,18,2,2019,4,NA,NA,16,2.58,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,16,30216,193,18,1,2018,1,2.5,23.79,21,4.07,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,16,30216,193,18,1,2018,2,NA,NA,NA,5.11,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,16,30216,193,18,1,2018,3,NA,NA,18,3.02,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,16,30216,193,18,1,2019,1,3.5,20.31,36,6.68,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,16,30216,193,18,1,2019,2,NA,NA,32,5.29,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,16,30216,193,18,1,2019,3,NA,NA,31,4.4,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,16,30216,193,18,1,2019,4,NA,NA,27,4.01,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,17,30217,202,19,2,2018,1,2.7,19.28,21,2.6,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,17,30217,202,19,2,2018,2,3.1,19.6,NA,6.01,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,17,30217,202,19,2,2018,3,1.8,23.11,15,2.79,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,17,30217,202,19,2,2019,1,2.7,19.58,31,8.41,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,17,30217,202,19,2,2019,2,2.6,17.59,26,4.87,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,17,30217,202,19,2,2019,3,3.1,19.03,25,3.92,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,17,30217,202,19,2,2019,4,2.1,19.38,25,3.9,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,18,30218,94,19,1,2018,1,2.4,23.57,24,3.77,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,18,30218,94,19,1,2018,2,NA,NA,NA,5.23,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,18,30218,94,19,1,2018,3,NA,NA,16,2.7,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,18,30218,94,19,1,2019,1,2.8,19.78,32,6.03,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,18,30218,94,19,1,2019,2,NA,NA,27,4.28,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,18,30218,94,19,1,2019,3,NA,NA,28,3.7,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,18,30218,94,19,1,2019,4,NA,NA,20,4.36,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,19,30219,99,20,2,2018,1,2.6,18.06,25,4.04,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,19,30219,99,20,2,2018,2,NA,NA,NA,5.3,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,19,30219,99,20,2,2018,3,NA,NA,7,1.5,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,19,30219,99,20,2,2019,1,2.8,17.96,32,6.71,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,19,30219,99,20,2,2019,2,NA,NA,18,2.93,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,19,30219,99,20,2,2019,3,NA,NA,21,3.61,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,19,30219,99,20,2,2019,4,NA,NA,12,2.28,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2,20,30220,51,20,1,2018,1,2.3,21.71,23,5.09,NA,4.2,2.6,23,21,20.66,19.28,2.2,2.7
OR,2,20,30220,51,20,1,2018,2,NA,NA,NA,5.8,NA,5.1,6.01,NA,NA,19.46,19.6,3.3,3.1
OR,2,20,30220,51,20,1,2018,3,NA,NA,16,2.73,NA,2.75,2.79,16,15,21.61,23.11,1.3,1.8
OR,2,20,30220,51,20,1,2019,1,3.3,19.72,36,5.85,NA,6.45,8.41,29,31,21.88,19.58,3,2.7
OR,2,20,30220,51,20,1,2019,2,NA,NA,27,3.52,NA,3.93,4.87,27,26,16.49,17.59,2.8,2.6
OR,2,20,30220,51,20,1,2019,3,NA,NA,29,3.56,NA,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2,20,30220,51,20,1,2019,4,NA,NA,17,2.32,NA,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,3,1,30301,139,21,2,2018,1,2,17.9,18,3.79,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,1,30301,139,21,2,2018,2,NA,NA,NA,5.41,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,1,30301,139,21,2,2018,3,NA,NA,14,3.05,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,1,30301,139,21,2,2019,1,2.8,20.33,33,8.25,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,1,30301,139,21,2,2019,2,NA,NA,26,4.14,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,1,30301,139,21,2,2019,3,NA,NA,23,4.12,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,1,30301,139,21,2,2019,4,NA,NA,19,2.86,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,2,30302,113,21,1,2018,1,2.2,21.18,25,4.84,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,2,30302,113,21,1,2018,2,NA,NA,NA,5.03,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,2,30302,113,21,1,2018,3,NA,NA,15,3.13,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,2,30302,113,21,1,2019,1,3.1,21.06,33,6.88,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,2,30302,113,21,1,2019,2,NA,NA,28,4.67,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,2,30302,113,21,1,2019,3,NA,NA,25,3.57,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,2,30302,113,21,1,2019,4,NA,NA,20,3.17,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,3,30303,183,22,2,2018,1,2.5,19.16,24,4.11,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,3,30303,183,22,2,2018,2,NA,NA,NA,5.67,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,3,30303,183,22,2,2018,3,NA,NA,15,3.43,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,3,30303,183,22,2,2019,1,2.6,21.25,35,8.74,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,3,30303,183,22,2,2019,2,NA,NA,28,5.32,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,3,30303,183,22,2,2019,3,NA,NA,25,4.29,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,3,30303,183,22,2,2019,4,NA,NA,24,2.91,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,4,30304,37,22,1,2018,1,2,21.68,24,4.5,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,4,30304,37,22,1,2018,2,NA,NA,NA,4.31,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,4,30304,37,22,1,2018,3,NA,NA,8,1.22,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,4,30304,37,22,1,2019,1,3.4,18,32,5.64,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,4,30304,37,22,1,2019,2,NA,NA,23,3.24,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,4,30304,37,22,1,2019,3,NA,NA,24,3.34,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,4,30304,37,22,1,2019,4,NA,NA,16,2.26,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,5,30305,189,23,2,2018,1,2.5,19.26,28,4.32,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,5,30305,189,23,2,2018,2,NA,NA,NA,5.81,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,5,30305,189,23,2,2018,3,NA,NA,17,3.85,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,5,30305,189,23,2,2019,1,2.8,19.58,35,8.27,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,5,30305,189,23,2,2019,2,NA,NA,30,5.17,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,5,30305,189,23,2,2019,3,NA,NA,25,3.9,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,5,30305,189,23,2,2019,4,NA,NA,25,2.45,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,6,30306,84,23,1,2018,1,2,21.13,25,4.37,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,6,30306,84,23,1,2018,2,NA,NA,NA,5.1,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,6,30306,84,23,1,2018,3,NA,NA,14,2.2,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,6,30306,84,23,1,2019,1,2.2,22.3,33,6.6,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,6,30306,84,23,1,2019,2,NA,NA,29,4.06,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,6,30306,84,23,1,2019,3,NA,NA,28,3.53,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,6,30306,84,23,1,2019,4,NA,NA,21,2.63,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,7,30307,133,24,2,2018,1,2.1,20.41,21,4.96,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,7,30307,133,24,2,2018,2,NA,NA,NA,6.18,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,7,30307,133,24,2,2018,3,NA,NA,10,2.84,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,7,30307,133,24,2,2019,1,2.2,19.46,30,6.97,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,7,30307,133,24,2,2019,2,NA,NA,24,4.02,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,7,30307,133,24,2,2019,3,NA,NA,21,3.04,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,7,30307,133,24,2,2019,4,NA,NA,18,2.88,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,8,30308,187,24,1,2018,1,2.2,19.78,27,4.34,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,8,30308,187,24,1,2018,2,NA,NA,NA,5.15,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,8,30308,187,24,1,2018,3,NA,NA,16,2.35,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,8,30308,187,24,1,2019,1,3.1,21.83,40,7.04,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,8,30308,187,24,1,2019,2,NA,NA,32,4.88,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,8,30308,187,24,1,2019,3,NA,NA,32,4.82,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,8,30308,187,24,1,2019,4,NA,NA,27,3.36,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,9,30309,202,25,2,2018,1,2.3,18.62,19,3.33,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,9,30309,202,25,2,2018,2,3,19.79,NA,5.83,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,9,30309,202,25,2,2018,3,1.9,22.84,15,3.57,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,9,30309,202,25,2,2019,1,3.4,18.63,33,8.08,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,9,30309,202,25,2,2019,2,3.1,16.3,27,5.24,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,9,30309,202,25,2,2019,3,2.6,17.67,30,4.24,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,9,30309,202,25,2,2019,4,2.2,19.07,23,3.7,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,10,30310,110,25,1,2018,1,2.2,21.4,26,5.44,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,10,30310,110,25,1,2018,2,NA,NA,NA,6.02,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,10,30310,110,25,1,2018,3,NA,NA,22,3.58,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,10,30310,110,25,1,2019,1,2.3,21.57,26,4.99,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,10,30310,110,25,1,2019,2,NA,NA,32,4.51,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,10,30310,110,25,1,2019,3,NA,NA,32,3.84,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,10,30310,110,25,1,2019,4,NA,NA,29,2.71,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,11,30311,144,26,2,2018,1,2.6,20.22,19,3.48,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,11,30311,144,26,2,2018,2,2.6,21.05,NA,5.26,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,11,30311,144,26,2,2018,3,2,22.37,18,3.83,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,11,30311,144,26,2,2019,1,2.6,19.4,31,7.62,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,11,30311,144,26,2,2019,2,2.6,17.5,30,4.25,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,11,30311,144,26,2,2019,3,3.2,19.21,32,2.93,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,11,30311,144,26,2,2019,4,2,18.98,21,3.07,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,12,30312,79,26,1,2018,1,2.5,20.64,23,4.6,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,12,30312,79,26,1,2018,2,NA,NA,NA,5.12,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,12,30312,79,26,1,2018,3,NA,NA,11,1.9,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,12,30312,79,26,1,2019,1,3.4,17.48,36,6.21,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,12,30312,79,26,1,2019,2,NA,NA,24,3.37,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,12,30312,79,26,1,2019,3,NA,NA,26,3.74,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,12,30312,79,26,1,2019,4,NA,NA,15,2.49,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,13,30313,195,27,2,2018,1,2.7,20.39,24,3.67,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,13,30313,195,27,2,2018,2,NA,NA,NA,4.29,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,13,30313,195,27,2,2018,3,NA,NA,15,2.38,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,13,30313,195,27,2,2019,1,2.2,20.31,33,7.44,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,13,30313,195,27,2,2019,2,NA,NA,30,4.8,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,13,30313,195,27,2,2019,3,NA,NA,27,4.12,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,13,30313,195,27,2,2019,4,NA,NA,21,2.8,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,14,30314,77,27,1,2018,1,2.1,23.06,26,7.13,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,14,30314,77,27,1,2018,2,NA,NA,NA,4.75,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,14,30314,77,27,1,2018,3,NA,NA,13,3.21,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,14,30314,77,27,1,2019,1,3.8,19.09,31,5.77,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,14,30314,77,27,1,2019,2,NA,NA,24,3.91,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,14,30314,77,27,1,2019,3,NA,NA,20,3.47,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,14,30314,77,27,1,2019,4,NA,NA,18,2.49,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,15,30315,54,28,2,2018,1,2.4,21.68,28,3.91,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,15,30315,54,28,2,2018,2,NA,NA,NA,3.21,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,15,30315,54,28,2,2018,3,NA,NA,17,2.03,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,15,30315,54,28,2,2019,1,2.8,23.19,32,6.4,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,15,30315,54,28,2,2019,2,NA,NA,35,4.99,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,15,30315,54,28,2,2019,3,NA,NA,34,3.58,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,15,30315,54,28,2,2019,4,NA,NA,30,3.39,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,16,30316,161,28,1,2018,1,2.6,23.63,25,4.09,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,16,30316,161,28,1,2018,2,NA,NA,NA,4.82,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,16,30316,161,28,1,2018,3,NA,NA,13,2.48,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,16,30316,161,28,1,2019,1,3.1,22.53,31,7.93,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,16,30316,161,28,1,2019,2,NA,NA,27,4.27,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,16,30316,161,28,1,2019,3,NA,NA,26,3.96,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,16,30316,161,28,1,2019,4,NA,NA,22,2.73,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,17,30317,104,29,2,2018,1,2.2,20.98,24,4.34,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,17,30317,104,29,2,2018,2,3.5,21.42,NA,4.72,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,17,30317,104,29,2,2018,3,2,22.74,18,4.03,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,17,30317,104,29,2,2019,1,2.8,20.73,32,7.79,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,17,30317,104,29,2,2019,2,3.1,16.04,30,5.37,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,17,30317,104,29,2,2019,3,3.4,18.61,30,4.17,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,17,30317,104,29,2,2019,4,2,19.83,24,3.58,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,18,30318,177,29,1,2018,1,2,22.31,26,4.85,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,18,30318,177,29,1,2018,2,NA,NA,NA,5.33,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
OR,3,18,30318,177,29,1,2018,3,NA,NA,15,3.59,NA,1.76,3.57,12,15,22.82,22.84,1.3,1.9
OR,3,18,30318,177,29,1,2019,1,3.4,20.52,32,6.83,NA,6.26,8.08,33,33,20.5,18.63,3.4,3.4
OR,3,18,30318,177,29,1,2019,2,NA,NA,28,4.41,NA,3.77,5.24,27,27,15.86,16.3,3.8,3.1
OR,3,18,30318,177,29,1,2019,3,NA,NA,24,4.82,NA,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,3,18,30318,177,29,1,2019,4,NA,NA,22,3,NA,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,3,19,30319,4,30,2,2018,1,2.3,18.3,25,4.13,NA,4.85,3.33,26,19,21.87,18.62,2.2,2.3
OR,3,19,30319,4,30,2,2018,2,NA,NA,NA,4.37,NA,5.18,5.83,NA,NA,19.47,19.79,2,3
