Location,Year,Cut,Block,Position,ID,Treatment,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
WA,2019,3,2,14,10214,201,2.1,19.14,14.5,3.45,,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2019,3,2,15,10215,34,,,17.6,4.17,,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2019,3,2,16,10216,156,,,20.4,4.59,,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2019,3,2,17,10217,6,,,19.4,3.38,,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2019,3,2,18,10218,52,,,13,2.71,,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2019,3,2,19,10219,90,,,10.4,2.71,,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2019,3,2,20,10220,140,,,15.4,3.74,,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2019,3,3,1,10301,91,,,19.5,4.13,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,2,10302,201,2.6,19.75,17.4,3.72,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,3,10303,40,,,14.8,3.11,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,4,10304,177,,,18.9,4.31,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,5,10305,119,,,16.8,2.54,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,6,10306,189,,,22.3,4.04,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,7,10307,145,,,17.3,3.05,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,8,10308,186,,,17.6,4.59,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,9,10309,114,,,16.1,2.84,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,10,10310,50,,,18.1,3.55,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,11,10311,111,,,16.1,3.19,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,12,10312,202,2.4,19.38,18.1,3.78,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,13,10313,66,,,17.1,2.54,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,14,10314,12,,,13.4,2.28,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,15,10315,197,,,18.8,3.41,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,16,10316,185,,,19.8,4.61,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,17,10317,26,,,15,2.31,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,18,10318,182,,,19.9,3.51,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,19,10319,33,,,17.6,3.24,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,3,20,10320,36,,,17,3.72,,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,2019,3,4,1,10401,149,,,15,2.52,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,2,10402,115,,,16.6,3.19,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,3,10403,136,,,13.1,2.79,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,4,10404,22,,,16,3.24,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,5,10405,53,,,14.4,2.67,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,6,10406,165,,,18.1,3.72,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,7,10407,202,2.4,18.93,18.9,3.74,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,8,10408,56,,,17.5,,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,9,10409,73,,,17.9,3.26,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,10,10410,131,,,20.3,3.15,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,11,10411,89,,,17.4,2.84,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,12,10412,94,,,20.1,4.29,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,13,10413,201,2.4,21.72,14.1,2.37,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,14,10414,190,,,18.4,3.21,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,15,10415,68,,,15,2.81,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,16,10416,196,,,19.4,4.51,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,17,10417,100,,,18.1,2.31,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,18,10418,120,,,17.5,2.58,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,19,10419,61,1.7,20.87,13.9,3.09,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,4,20,10420,179,,,11.6,4.46,,2.37,3.74,14.1,18.9,21.72,18.93,2.4,2.4
WA,2019,3,5,1,10501,124,,,14.4,2.54,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,2,10502,174,,,16.5,3.66,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,3,10503,128,,,15.6,3.19,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,4,10504,103,,,17.9,4.38,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,5,10505,181,,,20.1,3.96,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,6,10506,108,,,17,3.11,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,7,10507,14,,,15,3.02,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,8,10508,201,2.6,19.64,17,3.86,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,9,10509,127,,,14.6,2.39,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,10,10510,17,,,14.3,2.33,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,11,10511,172,,,16.4,4,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,12,10512,23,,,19.5,4.15,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,13,10513,99,,,15.9,2.9,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,14,10514,202,2.9,21.03,19.9,3.39,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,15,10515,67,,,17.4,2.67,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,16,10516,138,,,19.3,3.7,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,17,10517,130,,,15,2.58,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,18,10518,87,,,16.4,2.73,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,19,10519,161,,,16.6,3.49,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,5,20,10520,106,,,18.1,4.02,,3.86,3.39,17,19.9,19.64,21.03,2.6,2.9
WA,2019,3,6,1,10601,188,,,19.5,3.21,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,2,10602,151,,,16.5,3.15,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,3,10603,19,,,15.5,3.32,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,4,10604,202,,18.58,18.5,4.42,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,5,10605,154,,,17.3,2.81,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,6,10606,5,,,18.3,3.36,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,7,10607,80,,,19,3.45,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,8,10608,176,,,16.8,4.29,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,9,10609,183,,,19,3.09,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,10,10610,117,,,16.8,3.43,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,11,10611,118,,,16,2.94,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,12,10612,79,,,13.3,2.94,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,13,10613,201,2.7,20.32,15,2.57,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,14,10614,46,,,9.8,1.92,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,15,10615,113,,,15.3,2.67,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,16,10616,25,,,21.8,4.21,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,17,10617,71,,,14.8,2.43,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,18,10618,41,,,15.3,2.33,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,19,10619,95,,,15.8,2.94,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,6,20,10620,171,,,17.8,3.93,,2.57,4.42,15,18.5,20.32,18.58,2.7,
WA,2019,3,7,1,10701,38,,,13.3,2.12,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,2,10702,202,3.1,19.91,20.8,3.74,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,3,10703,150,,,18.5,3.74,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,4,10704,143,,,16.5,2.96,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,5,10705,72,,,10.5,1.65,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,6,10706,11,,,13.8,2.39,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,7,10707,135,,,13.3,2.94,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,8,10708,54,,,23.8,3.85,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,9,10709,27,,,13.5,1.71,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,10,10710,45,,,15.3,2.35,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,11,10711,64,,,16.8,2.83,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,12,10712,163,,,16.3,3.45,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,13,10713,8,,,9.8,1.71,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,14,10714,51,,,13,1.95,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,15,10715,201,3,20.69,14.8,3.35,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,16,10716,192,,,22.3,4.4,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,17,10717,18,,,14.3,1.74,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,18,10718,129,,,15.5,2.43,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,19,10719,74,,,10.3,2.16,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,7,20,10720,70,,,24.3,4.38,,3.35,3.74,14.8,20.8,20.69,19.91,3,3.1
WA,2019,3,8,1,10801,170,,,17.8,3.47,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,2,10802,112,2.5,21.78,12.3,1.69,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,3,10803,93,,,18.3,2.96,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,4,10804,98,,,18.8,3.32,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,5,10805,44,2.8,20.6,18.5,2.81,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,6,10806,180,,,18,2.84,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,7,10807,137,,,14.3,2.52,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,8,10808,193,,,23.9,4.51,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,9,10809,10,,,15.5,3.19,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,10,10810,169,,,14.5,3.24,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,11,10811,141,,,20.5,3.43,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,12,10812,58,,,13.5,2.45,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,13,10813,75,,,11.8,2.2,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,14,10814,28,,,7,0.89,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,15,10815,47,,,16.3,2.26,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,16,10816,201,2.8,20.57,16.5,3.35,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,17,10817,202,3.2,20.53,18,2.99,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,18,10818,48,,,12.9,1.74,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,19,10819,42,,,9.3,1.54,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,8,20,10820,194,,,18,3.7,,3.35,2.99,16.5,18,20.57,20.53,2.8,3.2
WA,2019,3,9,1,10901,97,,,13.5,2.24,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,2,10902,31,,,14,1.63,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,3,10903,63,,,10.8,1.57,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,4,10904,110,,,22,3.95,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,5,10905,184,,,19.5,2.98,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,6,10906,16,,,11,1.4,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,7,10907,201,2.5,22.21,14.5,2.11,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,8,10908,55,,,22.8,3.53,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,9,10909,4,,,13.8,1.99,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,10,10910,202,3.1,20.53,19,3.37,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,11,10911,102,,,18,2.84,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,12,10912,7,,,16.5,2.81,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,13,10913,132,,,12.8,2.33,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,14,10914,122,,,15.9,2.66,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,15,10915,173,,,19.8,3.26,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,16,10916,155,,,20.5,3.62,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,17,10917,86,,,12.8,2.54,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,18,10918,20,,,15.8,2.47,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,19,10919,175,,,16.5,3,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,9,20,10920,187,,,19.8,3.62,,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,2019,3,10,1,11001,49,,,14.8,2.96,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,2,11002,92,,,22.5,3.3,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,3,11003,198,,,18.5,3.41,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,4,11004,96,,,15.3,2.64,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,5,11005,57,,,13,2.43,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,6,11006,1,,,20.5,3.24,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,7,11007,166,,,20.3,3.21,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,8,11008,101,,,16,2.81,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,9,11009,178,,,20,4,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,10,11010,21,,,11.8,1.84,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,11,11011,88,,,14.3,1.78,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,12,11012,142,,,5.3,0.99,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,13,11013,85,,,14.3,3.13,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,14,11014,15,,,13,2.33,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,15,11015,148,,,15.3,2.9,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,16,11016,202,3.1,20.84,15.6,3.11,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,17,11017,59,,,15.8,3.02,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,18,11018,105,,,14.8,2.69,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,19,11019,201,2.7,22.91,13.3,2.17,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,10,20,11020,153,,,16.5,2.31,,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,2019,3,11,1,11101,167,,,20.8,4,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,2,11102,202,2.8,20.51,14.8,3.05,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,3,11103,134,,,16.8,3.03,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,4,11104,152,,,12.5,1.93,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,5,11105,2,,,21.8,4.27,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,6,11106,109,,,11.3,2.69,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,7,11107,83,,,15,2.58,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,8,11108,39,,,10,1.69,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,9,11109,9,,,9.5,3.03,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,10,11110,147,,,17,3.19,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,11,11111,168,,,21.3,3.85,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,12,11112,160,,,22,4.51,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,13,11113,60,,,21.3,3.96,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,14,11114,157,,,18.3,2.84,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,15,11115,62,,,20.6,2.86,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,16,11116,81,,,14.8,2.64,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,17,11117,201,2.4,21.25,14.8,3.17,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,18,11118,65,,,19.3,3.47,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,19,11119,30,,,16.3,2.41,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,3,11,20,11120,144,2.4,21.87,16.5,2.95,,3.17,3.05,14.8,14.8,21.25,20.51,2.4,2.8
WA,2019,4,1,1,10101,123,,,19.5,3.23,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,2,10102,29,,,9.3,2.28,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,3,10103,162,,,19.1,3.21,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,4,10104,201,2.2,20.72,17.6,2.9,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,5,10105,126,,,14.8,2.8,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,6,10106,191,,,17,3.32,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,7,10107,159,,,20.3,3.28,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,8,10108,139,,,17.8,3.2,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,9,10109,77,,,15,2.71,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,10,10110,69,,,20.6,3.37,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,11,10111,121,,,17,3.33,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,12,10112,84,,,18.5,3.51,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,13,10113,133,,,13.3,2.3,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,14,10114,125,,,10.8,3.2,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,15,10115,202,2.3,17.86,15.8,2.5,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,16,10116,32,,,18.3,3.61,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,17,10117,37,,,9,2.06,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,18,10118,13,,,13.3,3.2,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,19,10119,116,,,15.3,2.87,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,1,20,10120,164,,,17.1,3.85,,2.9,2.5,17.6,15.8,20.72,17.86,2.2,2.3
WA,2019,4,2,1,10201,35,,,14.3,2.64,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,2,10202,146,,,19.8,4.01,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,3,10203,43,,,13,2.47,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,4,10204,24,,,15.3,3.28,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,5,10205,202,2.5,18.95,16.5,2.32,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,6,10206,104,2.5,17.56,19,3.63,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,7,10207,76,,,15.3,2.52,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,8,10208,107,,,23.5,3.94,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,9,10209,158,,,17.5,3.47,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,10,10210,195,,,18,3.56,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,11,10211,78,,,14,2.31,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,12,10212,3,,,20.3,3.59,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,13,10213,82,,,16,2.42,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,14,10214,201,2.3,17.73,16,3.05,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,15,10215,34,,,20.5,3.2,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,16,10216,156,,,20.9,3.9,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,17,10217,6,,,19.4,2.54,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,18,10218,52,,,12.8,2.76,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,19,10219,90,,,9.8,2,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,2,20,10220,140,,,16,2.92,,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2019,4,3,1,10301,91,,,18,2.82,,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,2019,4,3,2,10302,201,2.1,17.55,15.3,3.52,,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,2019,4,3,3,10303,40,,,13.8,2.38,,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,2019,4,3,4,10304,177,,,18.6,3.68,,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,2019,4,3,5,10305,119,,,15.5,1.8,,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,2019,4,3,6,10306,189,,,21,3.54,,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,2019,4,3,7,10307,145,,,16.8,3.01,,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,2019,4,3,8,10308,186,,,17.5,3.37,,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,2019,4,3,9,10309,114,,,16,2.09,,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
